x0000,y0000,x0001,y0001,x0002,y0002,x0003,y0003,x0004,y0004,x0005,y0005,x0006,y0006,x0007,y0007
5.181168524,-12.57889682,5.181168524,-12.65343154,5.181168524,-12.63053571,5.181168524,-12.68842491,5.181168524,-12.58271236,5.181168524,-12.57776181,5.181168524,-12.64988229,5.181168524,-12.64185507,
5.181255846,-12.59724683,5.181255846,-12.63904877,5.181255846,-12.59289933,5.181255846,-12.65843077,5.181255846,-12.51744712,5.181255846,-12.5862749,5.181255846,-12.65627134,5.181255846,-12.65860947,
5.18134315,-12.55836305,5.18134315,-12.55959148,5.18134315,-12.58147241,5.18134315,-12.71728811,5.18134315,-12.55725229,5.18134315,-12.61958703,5.18134315,-12.73913772,5.18134315,-12.60657915,
5.181430437,-12.54078962,5.181430437,-12.6666752,5.181430437,-12.59118225,5.181430437,-12.77529567,5.181430437,-12.69523428,5.181430437,-12.60129301,5.181430437,-12.68702502,5.181430437,-12.57354506,
5.181517706,-12.55296761,5.181517706,-12.64408168,5.181517706,-12.67951123,5.181517706,-12.69155026,5.181517706,-12.68183497,5.181517706,-12.59617152,5.181517706,-12.66116103,5.181517706,-12.64065782,
5.181604957,-12.60983608,5.181604957,-12.61686354,5.181604957,-12.69517558,5.181604957,-12.72881602,5.181604957,-12.6315128,5.181604957,-12.62101246,5.181604957,-12.64652179,5.181604957,-12.66957289,
5.181692191,-12.55380171,5.181692191,-12.62740797,5.181692191,-12.64162016,5.181692191,-12.74099552,5.181692191,-12.66011261,5.181692191,-12.60530545,5.181692191,-12.70008375,5.181692191,-12.62207173,
5.181779408,-12.57059847,5.181779408,-12.61413491,5.181779408,-12.60894252,5.181779408,-12.71934166,5.181779408,-12.63860716,5.181779408,-12.60334044,5.181779408,-12.61457838,5.181779408,-12.70542417,
5.181866607,-12.52811362,5.181866607,-12.61644656,5.181866607,-12.68303311,5.181866607,-12.69398494,5.181866607,-12.63426487,5.181866607,-12.64940052,5.181866607,-12.62803827,5.181866607,-12.64416483,
5.181953788,-12.55578619,5.181953788,-12.68518049,5.181953788,-12.60088667,5.181953788,-12.57859369,5.181953788,-12.61230577,5.181953788,-12.63053954,5.181953788,-12.69133074,5.181953788,-12.59441606,
5.182040952,-12.5783271,5.182040952,-12.59706525,5.182040952,-12.56417214,5.182040952,-12.63116491,5.182040952,-12.50932159,5.182040952,-12.63356751,5.182040952,-12.64589234,5.182040952,-12.57063664,
5.182128099,-12.5500975,5.182128099,-12.57638702,5.182128099,-12.53589448,5.182128099,-12.68194766,5.182128099,-12.53477315,5.182128099,-12.66958071,5.182128099,-12.58605289,5.182128099,-12.52521712,
5.182215228,-12.52970958,5.182215228,-12.5426099,5.182215228,-12.5446289,5.182215228,-12.70498803,5.182215228,-12.60731562,5.182215228,-12.62162408,5.182215228,-12.60744124,5.182215228,-12.56352956,
5.182302339,-12.5869991,5.182302339,-12.61227794,5.182302339,-12.61596904,5.182302339,-12.65978277,5.182302339,-12.63046106,5.182302339,-12.58794198,5.182302339,-12.67841381,5.182302339,-12.66569417,
5.182389433,-12.52625321,5.182389433,-12.65675852,5.182389433,-12.71884219,5.182389433,-12.67267158,5.182389433,-12.55740982,5.182389433,-12.64454533,5.182389433,-12.67193776,5.182389433,-12.67838296,
5.18247651,-12.45744224,5.18247651,-12.62642098,5.18247651,-12.67946675,5.18247651,-12.67790074,5.18247651,-12.59774235,5.18247651,-12.65351831,5.18247651,-12.62156829,5.18247651,-12.57132882,
5.182563569,-12.55976025,5.182563569,-12.63770848,5.182563569,-12.6065372,5.182563569,-12.74981026,5.182563569,-12.58190517,5.182563569,-12.63573759,5.182563569,-12.55809485,5.182563569,-12.60618181,
5.182650611,-12.69693606,5.182650611,-12.67850518,5.182650611,-12.62743439,5.182650611,-12.7560386,5.182650611,-12.62635234,5.182650611,-12.65679793,5.182650611,-12.61042612,5.182650611,-12.67120056,
5.182737635,-12.60200497,5.182737635,-12.70648651,5.182737635,-12.57952484,5.182737635,-12.69565569,5.182737635,-12.64922426,5.182737635,-12.65670923,5.182737635,-12.68942271,5.182737635,-12.6429498,
5.182824642,-12.61058274,5.182824642,-12.63979357,5.182824642,-12.60955923,5.182824642,-12.74996887,5.182824642,-12.67179911,5.182824642,-12.63269549,5.182824642,-12.68525555,5.182824642,-12.63902793,
5.182911631,-12.62361172,5.182911631,-12.67117549,5.182911631,-12.64736634,5.182911631,-12.68889179,5.182911631,-12.51957046,5.182911631,-12.65025677,5.182911631,-12.71992114,5.182911631,-12.59210837,
5.182998603,-12.56664702,5.182998603,-12.65483481,5.182998603,-12.60323792,5.182998603,-12.69138249,5.182998603,-12.5112231,5.182998603,-12.580207,5.182998603,-12.74790145,5.182998603,-12.59612008,
5.183085558,-12.56481018,5.183085558,-12.57719874,5.183085558,-12.56404309,5.183085558,-12.68717525,5.183085558,-12.62242088,5.183085558,-12.63468443,5.183085558,-12.66071228,5.183085558,-12.65969475,
5.183172495,-12.58276781,5.183172495,-12.58905891,5.183172495,-12.60165912,5.183172495,-12.69527211,5.183172495,-12.67665482,5.183172495,-12.64276177,5.183172495,-12.62513321,5.183172495,-12.64798763,
5.183259414,-12.58697093,5.183259414,-12.64702402,5.183259414,-12.60875998,5.183259414,-12.67610626,5.183259414,-12.58673309,5.183259414,-12.6177916,5.183259414,-12.63756346,5.183259414,-12.64686092,
5.183346317,-12.57177806,5.183346317,-12.60201811,5.183346317,-12.60422964,5.183346317,-12.63723905,5.183346317,-12.50669866,5.183346317,-12.61369101,5.183346317,-12.6418087,5.183346317,-12.63348879,
5.183433202,-12.54484899,5.183433202,-12.56837318,5.183433202,-12.68273863,5.183433202,-12.7148234,5.183433202,-12.59493768,5.183433202,-12.63738007,5.183433202,-12.56212183,5.183433202,-12.67825608,
5.183520069,-12.57577121,5.183520069,-12.62405699,5.183520069,-12.66063124,5.183520069,-12.75755395,5.183520069,-12.61143241,5.183520069,-12.6462167,5.183520069,-12.62848088,5.183520069,-12.67003462,
5.18360692,-12.62790105,5.18360692,-12.63485038,5.18360692,-12.58014668,5.18360692,-12.70177112,5.18360692,-12.56501791,5.18360692,-12.61541753,5.18360692,-12.61694694,5.18360692,-12.60854754,
5.183693752,-12.66365571,5.183693752,-12.62130462,5.183693752,-12.54400932,5.183693752,-12.67567765,5.183693752,-12.59720899,5.183693752,-12.54999792,5.183693752,-12.64969804,5.183693752,-12.66030678,
5.183780568,-12.59246935,5.183780568,-12.62075315,5.183780568,-12.62407413,5.183780568,-12.65838098,5.183780568,-12.58793547,5.183780568,-12.6282062,5.183780568,-12.64054396,5.183780568,-12.7312181,
5.183867366,-12.58315861,5.183867366,-12.61025738,5.183867366,-12.64690552,5.183867366,-12.69356712,5.183867366,-12.62010784,5.183867366,-12.63154389,5.183867366,-12.57201109,5.183867366,-12.68304443,
5.183954147,-12.53685448,5.183954147,-12.63517131,5.183954147,-12.6141962,5.183954147,-12.71406745,5.183954147,-12.62270333,5.183954147,-12.64938124,5.183954147,-12.63383448,5.183954147,-12.69180185,
5.18404091,-12.51773838,5.18404091,-12.62342219,5.18404091,-12.56776345,5.18404091,-12.78118707,5.18404091,-12.61692111,5.18404091,-12.61388448,5.18404091,-12.65953829,5.18404091,-12.59928628,
5.184127656,-12.51665056,5.184127656,-12.66838688,5.184127656,-12.52038414,5.184127656,-12.78007325,5.184127656,-12.57029129,5.184127656,-12.59482946,5.184127656,-12.64568008,5.184127656,-12.54637439,
5.184214385,-12.54480478,5.184214385,-12.67355817,5.184214385,-12.57875199,5.184214385,-12.70059792,5.184214385,-12.56551323,5.184214385,-12.67465558,5.184214385,-12.65148214,5.184214385,-12.58747401,
5.184301097,-12.51565279,5.184301097,-12.63926622,5.184301097,-12.58071637,5.184301097,-12.69073102,5.184301097,-12.64407455,5.184301097,-12.68475673,5.184301097,-12.55971075,5.184301097,-12.62487501,
5.184387791,-12.52986018,5.184387791,-12.59718271,5.184387791,-12.55428045,5.184387791,-12.7839729,5.184387791,-12.62964488,5.184387791,-12.58840789,5.184387791,-12.55843645,5.184387791,-12.60433298,
5.184474468,-12.55401823,5.184474468,-12.64371709,5.184474468,-12.51187649,5.184474468,-12.77855839,5.184474468,-12.57429719,5.184474468,-12.59253058,5.184474468,-12.57106075,5.184474468,-12.55564666,
5.184561127,-12.60025087,5.184561127,-12.7472227,5.184561127,-12.5855876,5.184561127,-12.74104294,5.184561127,-12.62253359,5.184561127,-12.64486037,5.184561127,-12.62933303,5.184561127,-12.54307777,
5.18464777,-12.58756595,5.18464777,-12.64369293,5.18464777,-12.58124312,5.18464777,-12.65348376,5.18464777,-12.64594937,5.18464777,-12.67808385,5.18464777,-12.66800172,5.18464777,-12.57287115,
5.184734395,-12.59725572,5.184734395,-12.61895603,5.184734395,-12.57685244,5.184734395,-12.67171024,5.184734395,-12.61094299,5.184734395,-12.71486796,5.184734395,-12.69684445,5.184734395,-12.48943801,
5.184821002,-12.55578563,5.184821002,-12.61686065,5.184821002,-12.55432849,5.184821002,-12.62147372,5.184821002,-12.58025324,5.184821002,-12.66659594,5.184821002,-12.63233737,5.184821002,-12.58152241,
5.184907593,-12.55771722,5.184907593,-12.61203258,5.184907593,-12.53548439,5.184907593,-12.644887,5.184907593,-12.54371014,5.184907593,-12.62479006,5.184907593,-12.63235352,5.184907593,-12.63989733,
5.184994166,-12.58394542,5.184994166,-12.54754033,5.184994166,-12.61323745,5.184994166,-12.72441466,5.184994166,-12.56848973,5.184994166,-12.5810136,5.184994166,-12.68914215,5.184994166,-12.61710365,
5.185080722,-12.57723805,5.185080722,-12.57096216,5.185080722,-12.61816956,5.185080722,-12.68593408,5.185080722,-12.59247574,5.185080722,-12.56735555,5.185080722,-12.63868907,5.185080722,-12.66083882,
5.185167261,-12.60222406,5.185167261,-12.61657919,5.185167261,-12.57350015,5.185167261,-12.64191752,5.185167261,-12.56396935,5.185167261,-12.59385844,5.185167261,-12.64038917,5.185167261,-12.70062895,
5.185253782,-12.63267576,5.185253782,-12.55631486,5.185253782,-12.59231033,5.185253782,-12.68901185,5.185253782,-12.61010768,5.185253782,-12.64329042,5.185253782,-12.73426783,5.185253782,-12.61724354,
5.185340286,-12.57604128,5.185340286,-12.62161523,5.185340286,-12.63000942,5.185340286,-12.68313053,5.185340286,-12.61589855,5.185340286,-12.61248707,5.185340286,-12.66182863,5.185340286,-12.66665376,
5.185426773,-12.59121675,5.185426773,-12.66223356,5.185426773,-12.62928461,5.185426773,-12.64781947,5.185426773,-12.6698583,5.185426773,-12.62654341,5.185426773,-12.70851507,5.185426773,-12.68342689,
5.185513243,-12.57795509,5.185513243,-12.64002364,5.185513243,-12.60931963,5.185513243,-12.62056201,5.185513243,-12.60434929,5.185513243,-12.64700599,5.185513243,-12.64767499,5.185513243,-12.61567799,
5.185599696,-12.55071586,5.185599696,-12.58375109,5.185599696,-12.56995971,5.185599696,-12.60289683,5.185599696,-12.53686841,5.185599696,-12.63349359,5.185599696,-12.57551506,5.185599696,-12.66067468,
5.185686131,-12.5902404,5.185686131,-12.67675461,5.185686131,-12.61216775,5.185686131,-12.71169186,5.185686131,-12.66367941,5.185686131,-12.62517623,5.185686131,-12.6029262,5.185686131,-12.63270809,
5.185772549,-12.58990668,5.185772549,-12.64384768,5.185772549,-12.60213736,5.185772549,-12.71896412,5.185772549,-12.66671102,5.185772549,-12.62466471,5.185772549,-12.63604646,5.185772549,-12.61341114,
5.18585895,-12.589494,5.18585895,-12.6505057,5.18585895,-12.64036981,5.18585895,-12.73336963,5.18585895,-12.58697322,5.18585895,-12.59319791,5.18585895,-12.62869469,5.18585895,-12.63166884,
5.185945334,-12.55350716,5.185945334,-12.68021303,5.185945334,-12.63661032,5.185945334,-12.71688123,5.185945334,-12.65493443,5.185945334,-12.53828576,5.185945334,-12.60305754,5.185945334,-12.65056604,
5.186031701,-12.53852378,5.186031701,-12.68156262,5.186031701,-12.63980272,5.186031701,-12.71703904,5.186031701,-12.64113509,5.186031701,-12.53959498,5.186031701,-12.57393706,5.186031701,-12.64587676,
5.18611805,-12.59182627,5.18611805,-12.63572131,5.18611805,-12.62332742,5.18611805,-12.68245267,5.18611805,-12.6425894,5.18611805,-12.62361952,5.18611805,-12.57156744,5.18611805,-12.58701256,
5.186204382,-12.58646072,5.186204382,-12.67759538,5.186204382,-12.58327994,5.186204382,-12.62763816,5.186204382,-12.59935771,5.186204382,-12.61678241,5.186204382,-12.64438551,5.186204382,-12.64393327,
5.186290697,-12.58166233,5.186290697,-12.62446968,5.186290697,-12.64913126,5.186290697,-12.66555919,5.186290697,-12.64586099,5.186290697,-12.65325041,5.186290697,-12.69931173,5.186290697,-12.67655596,
5.186376995,-12.61024793,5.186376995,-12.67747524,5.186376995,-12.62522691,5.186376995,-12.68501586,5.186376995,-12.58249314,5.186376995,-12.62572457,5.186376995,-12.6797839,5.186376995,-12.67624809,
5.186463276,-12.56280882,5.186463276,-12.71614886,5.186463276,-12.63064713,5.186463276,-12.7131645,5.186463276,-12.57126133,5.186463276,-12.67243082,5.186463276,-12.61195347,5.186463276,-12.65457588,
5.18654954,-12.57779317,5.18654954,-12.67994615,5.18654954,-12.6626279,5.18654954,-12.69489599,5.18654954,-12.55745581,5.18654954,-12.64821804,5.18654954,-12.58314334,5.18654954,-12.6792648,
5.186635786,-12.62867635,5.186635786,-12.68338986,5.186635786,-12.66476693,5.186635786,-12.72185542,5.186635786,-12.5201132,5.186635786,-12.57630592,5.186635786,-12.62477474,5.186635786,-12.71729656,
5.186722016,-12.61722832,5.186722016,-12.63566272,5.186722016,-12.60429613,5.186722016,-12.72468231,5.186722016,-12.53102024,5.186722016,-12.58866443,5.186722016,-12.6453108,5.186722016,-12.61369222,
5.186808228,-12.51711163,5.186808228,-12.6595729,5.186808228,-12.52518563,5.186808228,-12.6793129,5.186808228,-12.58906466,5.186808228,-12.54304651,5.186808228,-12.67353624,5.186808228,-12.5874544,
5.186894423,-12.55178474,5.186894423,-12.61331123,5.186894423,-12.58818292,5.186894423,-12.64850236,5.186894423,-12.62178441,5.186894423,-12.56099337,5.186894423,-12.70664594,5.186894423,-12.59438109,
5.186980601,-12.57339963,5.186980601,-12.50447792,5.186980601,-12.57160809,5.186980601,-12.65036281,5.186980601,-12.59569697,5.186980601,-12.53809319,5.186980601,-12.61175093,5.186980601,-12.58961709,
5.187066762,-12.61128715,5.187066762,-12.6060306,5.187066762,-12.59079793,5.187066762,-12.64809502,5.187066762,-12.58730426,5.187066762,-12.56726703,5.187066762,-12.62245269,5.187066762,-12.62950516,
5.187152906,-12.6490592,5.187152906,-12.76764338,5.187152906,-12.63510757,5.187152906,-12.66734564,5.187152906,-12.5849237,5.187152906,-12.63184118,5.187152906,-12.6724366,5.187152906,-12.6858999,
5.187239033,-12.62031383,5.187239033,-12.69842527,5.187239033,-12.62021276,5.187239033,-12.67919963,5.187239033,-12.59292064,5.187239033,-12.61880824,5.187239033,-12.6943032,5.187239033,-12.67216372,
5.187325143,-12.55900984,5.187325143,-12.65376536,5.187325143,-12.54788279,5.187325143,-12.65279088,5.187325143,-12.6233923,5.187325143,-12.59752239,5.187325143,-12.7744576,5.187325143,-12.69515259,
5.187411236,-12.58209499,5.187411236,-12.6475118,5.187411236,-12.59619409,5.187411236,-12.62487742,5.187411236,-12.59956756,5.187411236,-12.61926994,5.187411236,-12.74739142,5.187411236,-12.64003426,
5.187497311,-12.55058147,5.187497311,-12.65354225,5.187497311,-12.58278954,5.187497311,-12.63839501,5.187497311,-12.63793482,5.187497311,-12.62680991,5.187497311,-12.69098421,5.187497311,-12.63742187,
5.18758337,-12.58987198,5.18758337,-12.68340184,5.18758337,-12.69004524,5.18758337,-12.69613425,5.18758337,-12.59649186,5.18758337,-12.65982851,5.18758337,-12.6623121,5.18758337,-12.66277994,
5.187669411,-12.5911691,5.187669411,-12.68179392,5.187669411,-12.62175523,5.187669411,-12.67138764,5.187669411,-12.54290522,5.187669411,-12.629205,5.187669411,-12.60802897,5.187669411,-12.6063006,
5.187755436,-12.63214267,5.187755436,-12.66400371,5.187755436,-12.66537323,5.187755436,-12.70495265,5.187755436,-12.53840268,5.187755436,-12.59680317,5.187755436,-12.68881546,5.187755436,-12.6595761,
5.187841443,-12.63382292,5.187841443,-12.63493338,5.187841443,-12.61427846,5.187841443,-12.67076437,5.187841443,-12.58421349,5.187841443,-12.57989471,5.187841443,-12.63641186,5.187841443,-12.66857832,
5.187927434,-12.53811187,5.187927434,-12.63598448,5.187927434,-12.59549403,5.187927434,-12.63723944,5.187927434,-12.58646388,5.187927434,-12.63985209,5.187927434,-12.55327077,5.187927434,-12.71198572,
5.188013407,-12.59227735,5.188013407,-12.62559489,5.188013407,-12.64929867,5.188013407,-12.64435431,5.188013407,-12.60403815,5.188013407,-12.62698098,5.188013407,-12.5887123,5.188013407,-12.6805088,
5.188099363,-12.61904546,5.188099363,-12.58673494,5.188099363,-12.64663284,5.188099363,-12.71531921,5.188099363,-12.61379003,5.188099363,-12.60750868,5.188099363,-12.69596774,5.188099363,-12.54225549,
5.188185303,-12.56798108,5.188185303,-12.63430079,5.188185303,-12.59928133,5.188185303,-12.74642531,5.188185303,-12.58391102,5.188185303,-12.6435144,5.188185303,-12.756865,5.188185303,-12.5756067,
5.188271225,-12.54891019,5.188271225,-12.66019707,5.188271225,-12.65149446,5.188271225,-12.63434657,5.188271225,-12.60429906,5.188271225,-12.64113974,5.188271225,-12.6739004,5.188271225,-12.67391948,
5.18835713,-12.62229741,5.18835713,-12.65834125,5.18835713,-12.6310219,5.18835713,-12.65035629,5.18835713,-12.63194704,5.18835713,-12.63813805,5.18835713,-12.70306529,5.18835713,-12.68544142,
5.188443019,-12.60974204,5.188443019,-12.57673109,5.188443019,-12.6140167,5.188443019,-12.69477969,5.188443019,-12.60733421,5.188443019,-12.62593094,5.188443019,-12.64191287,5.188443019,-12.65017729,
5.18852889,-12.63419474,5.18852889,-12.57697591,5.18852889,-12.65487499,5.18852889,-12.73408163,5.18852889,-12.49921906,5.18852889,-12.62474225,5.18852889,-12.59252464,5.18852889,-12.59856595,
5.188614744,-12.58819593,5.188614744,-12.60261769,5.188614744,-12.67021464,5.188614744,-12.62393739,5.188614744,-12.58654411,5.188614744,-12.62093855,5.188614744,-12.70075313,5.188614744,-12.59990312,
5.188700582,-12.50368916,5.188700582,-12.61526568,5.188700582,-12.57449153,5.188700582,-12.57861433,5.188700582,-12.6370719,5.188700582,-12.6039737,5.188700582,-12.64528773,5.188700582,-12.61373864,
5.188786402,-12.5468366,5.188786402,-12.64556527,5.188786402,-12.59315619,5.188786402,-12.63277708,5.188786402,-12.62567679,5.188786402,-12.5419627,5.188786402,-12.61693627,5.188786402,-12.61854187,
5.188872206,-12.65212174,5.188872206,-12.60427137,5.188872206,-12.59352172,5.188872206,-12.64956505,5.188872206,-12.57866795,5.188872206,-12.55350212,5.188872206,-12.65547146,5.188872206,-12.64908203,
5.188957992,-12.63197693,5.188957992,-12.68986689,5.188957992,-12.67422541,5.188957992,-12.62999908,5.188957992,-12.66508062,5.188957992,-12.62558341,5.188957992,-12.74140576,5.188957992,-12.60327623,
5.189043762,-12.61162374,5.189043762,-12.60868937,5.189043762,-12.6564016,5.189043762,-12.7109108,5.189043762,-12.65785648,5.189043762,-12.60284319,5.189043762,-12.73679225,5.189043762,-12.53268641,
5.189129515,-12.59565506,5.189129515,-12.59417098,5.189129515,-12.63088094,5.189129515,-12.70446467,5.189129515,-12.65625432,5.189129515,-12.59767511,5.189129515,-12.66821402,5.189129515,-12.57962627,
5.18921525,-12.57256253,5.18921525,-12.608011,5.18921525,-12.61247065,5.18921525,-12.6850202,5.18921525,-12.63958752,5.18921525,-12.57318025,5.18921525,-12.61244963,5.18921525,-12.6576349,
5.189300969,-12.57366245,5.189300969,-12.58184599,5.189300969,-12.61342537,5.189300969,-12.67336345,5.189300969,-12.56640074,5.189300969,-12.54582406,5.189300969,-12.61683308,5.189300969,-12.64184288,
5.189386671,-12.6404328,5.189386671,-12.6451324,5.189386671,-12.63442282,5.189386671,-12.63838282,5.189386671,-12.54547518,5.189386671,-12.61138774,5.189386671,-12.62567339,5.189386671,-12.60401439,
5.189472356,-12.61181838,5.189472356,-12.6322471,5.189472356,-12.64149206,5.189472356,-12.66674671,5.189472356,-12.53995666,5.189472356,-12.67111014,5.189472356,-12.66872089,5.189472356,-12.55417394,
5.189558024,-12.52315708,5.189558024,-12.64598718,5.189558024,-12.60584521,5.189558024,-12.67251439,5.189558024,-12.55856472,5.189558024,-12.67878195,5.189558024,-12.70395368,5.189558024,-12.57223672,
5.189643676,-12.53023091,5.189643676,-12.68764055,5.189643676,-12.61879524,5.189643676,-12.60976932,5.189643676,-12.57490204,5.189643676,-12.68262296,5.189643676,-12.63053743,5.189643676,-12.60611566,
5.18972931,-12.59811962,5.18972931,-12.6995667,5.18972931,-12.64884855,5.18972931,-12.61050298,5.18972931,-12.65092937,5.18972931,-12.6130809,5.18972931,-12.5805125,5.18972931,-12.5815027,
5.189814927,-12.54360052,5.189814927,-12.72082384,5.189814927,-12.64452664,5.189814927,-12.62254055,5.189814927,-12.66788885,5.189814927,-12.6081425,5.189814927,-12.6268175,5.189814927,-12.58131655,
5.189900528,-12.51709613,5.189900528,-12.66649304,5.189900528,-12.6251588,5.189900528,-12.63992624,5.189900528,-12.63526715,5.189900528,-12.6030708,5.189900528,-12.61058685,5.189900528,-12.63615111,
5.189986112,-12.5382038,5.189986112,-12.63330652,5.189986112,-12.69138704,5.189986112,-12.73753352,5.189986112,-12.67881155,5.189986112,-12.63375668,5.189986112,-12.71551486,5.189986112,-12.58241366,
5.190071678,-12.54663933,5.190071678,-12.69274917,5.190071678,-12.66254932,5.190071678,-12.74920732,5.190071678,-12.65201322,5.190071678,-12.60991643,5.190071678,-12.65606333,5.190071678,-12.60073036,
5.190157228,-12.51569618,5.190157228,-12.6309196,5.190157228,-12.56336711,5.190157228,-12.69536312,5.190157228,-12.55699439,5.190157228,-12.6289948,5.190157228,-12.61610768,5.190157228,-12.67892204,
5.190242762,-12.52070271,5.190242762,-12.60547352,5.190242762,-12.57175058,5.190242762,-12.69063182,5.190242762,-12.50576974,5.190242762,-12.55355744,5.190242762,-12.60169161,5.190242762,-12.57481126,
5.190328278,-12.60287974,5.190328278,-12.66375617,5.190328278,-12.55296022,5.190328278,-12.63507842,5.190328278,-12.51427071,5.190328278,-12.62970361,5.190328278,-12.60011085,5.190328278,-12.61206965,
5.190413777,-12.6613666,5.190413777,-12.69989908,5.190413777,-12.59060787,5.190413777,-12.6874901,5.190413777,-12.56132909,5.190413777,-12.7205493,5.190413777,-12.65944567,5.190413777,-12.62377768,
5.19049926,-12.63081988,5.19049926,-12.6769629,5.19049926,-12.62972453,5.19049926,-12.63820175,5.19049926,-12.65760518,5.19049926,-12.70156945,5.19049926,-12.65601381,5.19049926,-12.68534594,
5.190584726,-12.74606158,5.190584726,-12.59980122,5.190584726,-12.63052699,5.190584726,-12.72713336,5.190584726,-12.68103396,5.190584726,-12.66388636,5.190584726,-12.63902303,5.190584726,-12.66841863,
5.190670175,-12.63770403,5.190670175,-12.59090893,5.190670175,-12.62987561,5.190670175,-12.71245568,5.190670175,-12.5923097,5.190670175,-12.58678796,5.190670175,-12.62671759,5.190670175,-12.71880146,
5.190755607,-12.61604036,5.190755607,-12.69147016,5.190755607,-12.64837091,5.190755607,-12.69532299,5.190755607,-12.62866075,5.190755607,-12.67591097,5.190755607,-12.64637744,5.190755607,-12.64483403,
5.190841022,-12.58428187,5.190841022,-12.70649192,5.190841022,-12.62790895,5.190841022,-12.71941705,5.190841022,-12.65003136,5.190841022,-12.65874063,5.190841022,-12.63725783,5.190841022,-12.60397334,
5.190926421,-12.54615538,5.190926421,-12.65858974,5.190926421,-12.62683464,5.190926421,-12.69207764,5.190926421,-12.6314924,5.190926421,-12.60943007,5.190926421,-12.60972042,5.190926421,-12.59482312,
5.191011803,-12.59539148,5.191011803,-12.62542068,5.191011803,-12.57156128,5.191011803,-12.67168092,5.191011803,-12.54346119,5.191011803,-12.55337243,5.191011803,-12.58608258,5.191011803,-12.64992463,
5.191097168,-12.5033688,5.191097168,-12.66940337,5.191097168,-12.54220716,5.191097168,-12.69437874,5.191097168,-12.53431169,5.191097168,-12.61610778,5.191097168,-12.64851716,5.191097168,-12.6700908,
5.191182516,-12.48131999,5.191182516,-12.61639128,5.191182516,-12.63569302,5.191182516,-12.71867234,5.191182516,-12.63260023,5.191182516,-12.63443471,5.191182516,-12.68226366,5.191182516,-12.58800446,
5.191267847,-12.50713897,5.191267847,-12.61179744,5.191267847,-12.54485081,5.191267847,-12.65397462,5.191267847,-12.61870722,5.191267847,-12.65261816,5.191267847,-12.61888028,5.191267847,-12.58104794,
5.191353162,-12.60520564,5.191353162,-12.68275296,5.191353162,-12.54481504,5.191353162,-12.63886398,5.191353162,-12.61122984,5.191353162,-12.69545003,5.191353162,-12.6385462,5.191353162,-12.70641456,
5.19143846,-12.59845888,5.19143846,-12.76160364,5.19143846,-12.60384679,5.19143846,-12.61913914,5.19143846,-12.59781257,5.19143846,-12.63221633,5.19143846,-12.69506804,5.19143846,-12.7067912,
5.191523741,-12.61562381,5.191523741,-12.69407285,5.191523741,-12.65360767,5.191523741,-12.62316271,5.191523741,-12.5528995,5.191523741,-12.60716013,5.191523741,-12.6679709,5.191523741,-12.68048428,
5.191609006,-12.66283244,5.191609006,-12.65583178,5.191609006,-12.65389724,5.191609006,-12.67252782,5.191609006,-12.53405927,5.191609006,-12.61760906,5.191609006,-12.68855226,5.191609006,-12.64532938,
5.191694253,-12.60158212,5.191694253,-12.61818016,5.191694253,-12.61424308,5.191694253,-12.72461601,5.191694253,-12.59241223,5.191694253,-12.56675477,5.191694253,-12.70236681,5.191694253,-12.58018081,
5.191779484,-12.59341839,5.191779484,-12.60543262,5.191779484,-12.58753479,5.191779484,-12.72458596,5.191779484,-12.66022215,5.191779484,-12.59601817,5.191779484,-12.68124877,5.191779484,-12.59166416,
5.191864699,-12.66395688,5.191864699,-12.67102279,5.191864699,-12.60522586,5.191864699,-12.70461099,5.191864699,-12.66150513,5.191864699,-12.59483867,5.191864699,-12.64556589,5.191864699,-12.67918098,
5.191949896,-12.66363595,5.191949896,-12.67667418,5.191949896,-12.62077346,5.191949896,-12.70248923,5.191949896,-12.6197312,5.191949896,-12.63544376,5.191949896,-12.66192178,5.191949896,-12.72139211,
5.192035077,-12.58326117,5.192035077,-12.69035878,5.192035077,-12.63042887,5.192035077,-12.68329317,5.192035077,-12.60725768,5.192035077,-12.59880695,5.192035077,-12.64421891,5.192035077,-12.67758852,
5.192120241,-12.53945387,5.192120241,-12.67225771,5.192120241,-12.62365473,5.192120241,-12.65575947,5.192120241,-12.60161905,5.192120241,-12.55659477,5.192120241,-12.65265835,5.192120241,-12.62078555,
5.192205389,-12.55276034,5.192205389,-12.66267155,5.192205389,-12.5816635,5.192205389,-12.67305011,5.192205389,-12.56003285,5.192205389,-12.55911189,5.192205389,-12.70177094,5.192205389,-12.67789814,
5.192290519,-12.6288595,5.192290519,-12.68254909,5.192290519,-12.60064366,5.192290519,-12.5870021,5.192290519,-12.62440895,5.192290519,-12.62494168,5.192290519,-12.68033962,5.192290519,-12.66745598,
5.192375633,-12.60480787,5.192375633,-12.68348161,5.192375633,-12.61516436,5.192375633,-12.65375203,5.192375633,-12.62136991,5.192375633,-12.60452348,5.192375633,-12.683709,5.192375633,-12.64469588,
5.192460731,-12.53310741,5.192460731,-12.62422897,5.192460731,-12.53082886,5.192460731,-12.70774355,5.192460731,-12.63214582,5.192460731,-12.58225631,5.192460731,-12.70319098,5.192460731,-12.68179934,
